,code,product_name,quantity,packaging_en,brands_en,categories_en,origins_en,labels_en,countries_en,nutriscore_grade,pnns_groups_1,pnns_groups_2,food_groups_en,environmental_score_score,environmental_score_grade,main_category_en,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g
8308,6413300024814,Lempi Fraiche Mex -ruokakerma,2dl,,Arla,"Dairies,Creams",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
8309,6413300024852,Rasvaton AB-jogurtti maustamaton,1 kg,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8311,6413300025095,Kalinka Päärynä-Vaniljs,150g,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8317,6413300101010,Täysmaito,1l,,Arla,"Dairies,Milks (liquid and powder),Milks,Whole milks",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Whole milks,,
8421,6416710301209,Kreikkalainen jogurtti sitruuna 0%,150 g,,"Filos,Mevgal","Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Greek-style yogurts",,,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Greek-style yogurts,,
8422,6416710301315,Kreikkalainen jogurtti persikka 0%,150 g,,"Filos,Mevgal","Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Greek-style yogurts",,,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Greek-style yogurts,,
8435,6417777048045,FIT Laktoositon Jogurttirahka Mustikka,150 g,,Maitokolmio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Quarks",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Quarks,,
8590,7311440601119,Troopiset hedelmat Soygurt,2 x 150 g,,Planti,"Plant-based foods and beverages,Dairies,Fermented foods,Fermented milk products,Dairy substitutes,Desserts,Dairy desserts,Non-dairy desserts,Non-dairy fermented foods,Fermented dairy desserts,Non-dairy yogurts,Soy milk yogurts,Yogurts,Fruit soy yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit soy yogurts,,
8625,7350000552843,Oîkos with salted caramel,220 g (2x110g),,"Danone,Oikos","Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Greek-style yogurts",,,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Greek-style yogurts,,
8637,8005665002224,Naturale intero yogurt,125 g,,Sprintday,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8691,6414893385672,,,,Kotimaista,"Beverages,Dairies,Dairy drinks",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,unknown,Dairy drinks,,
8728,20642914,Kevyt kermaviili,,,Pohjolan-meijeri,"Dairies,Creams",,,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
8738,4056489061854,Smetana,,,Pohjolan-meijeri,"Dairies,Creams",,,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
8743,4056489454519,Jogurtti,,,milbona,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8770,5711953155000,Creamy mocha delight Frappucino,,,Starbucks,"Beverages,Dairies,Dairy drinks",,,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Dairy drinks,,
8796,6408430002023,Valiojogurtti Banaani,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Banana yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Banana yogurts,,
8798,6408430020539,Valiojogurtti Vanilja,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8799,6408430023554,Lisäaineeton jogurtti mustikka-vadelma,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8800,6408430023578,Lisäaineeton jogurtti mansikka,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Strawberry yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Strawberry yogurts,,
8801,6408430023608,Kreikkalainen jogurtti persikka,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8802,6408430024209,Luonnon-jogurtti,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8803,6408430024995,Luonnon jogurtti,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Plain yogurts,,
8804,6408430026739,Valiojogurtti,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8814,6408430142286,Keittön Kreikkalainen Jogurtti,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Plain yogurts,,
8823,6408430400201,Kerrosviili raparperi-paistos,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Viili,se:Filmjölk med frukt",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,se:Filmjölk med frukt,,
8824,6408430400577,Kreikkalainen jogurtti,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Greek-style yogurts,sv:grekisk-yogurt",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,sv:grekisk-yogurt,,
8828,6408430408665,Juotava Jogurtti Mansikka,,,Valio,"Beverages and beverages preparations,Beverages,Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Dairy drinks,Fermented dairy desserts,Fermented drinks,Yogurts,Fermented milk drinks,Drinkable-yogurts,Strawberry yogurt drinks",,,Finland,d,Milk and dairy products,Milk and yogurt,"Beverages,Unsweetened beverages",,,Strawberry yogurt drinks,,
8829,6408430408948,Luonnon jogurtii,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8830,6408652226955,AB Jogurtti mansikka,,,Juustoportti,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8831,6408653125752,Vapaan lehmän maito,,,Juustoportti,"Dairies,Milks,Semi-skimmed milks,Lactose-free milk",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free milk,,
8833,6408653127589,Mango jogurtti,,,Juustoportti,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8861,6410405224194,MILK,,,Pirkka,"Beverages,Dairies,Dairy drinks,Milks,Full-fat-milk",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Full-fat-milk,,
8878,6411200111283,Benecol yaourt,,,Benecol,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8893,6413300014419,Metsämarja jogurtii,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8895,6413300017847,Luonto + mustikka,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8896,6413300017861,Luonto + vanilja,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8897,6413300018189,Luonto + metsä-mansikka,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8898,6413300025156,Luonto + mansikka,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8902,6413300026030,Kreikkalainen Jogurtti Vadelma,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Strawberry yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Strawberry yogurts,,
8903,6413300026078,"Rahkajogurtti, Päärynä",,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8904,6413300101515,Rasvaton maito,,,Arla,"Dairies,Milks,Skimmed milks",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Skimmed milks,,
8925,6414893385658,Laktoositon Maitojuoma,,,Kotimaista,"Beverages and beverages preparations,Beverages,Dairies,Dairy drinks",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Dairy drinks,,
8929,6414893391307,Laktoositon kevytkerma,,,Kotimaista,"Dairies,Creams",,,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
8985,6417777048069,Päärynä Kerrosjogurttirahka,,,Fit,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8987,6417781007151,Ykkös Maito,,,Satamaito,"Dairies,Milks",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
9073,7350000550306,Actimel blueberry pomegranate maca,,,Danone,"Beverages,Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Dairy drinks,Fermented dairy desserts,Fermented drinks,Yogurts,Fermented milk drinks,Drinkable-yogurts",,,Finland,e,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Drinkable-yogurts,,
9121,643313857734,Yaourt ELSA,,,Migros,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
9176,6402760320130,Yaourt aux fruits myrtilles,,,"Elle-vire,Savencia","Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
9184,6408430000623,Rasvaton maito,,,Valio,"Dairies,Milks,Skimmed milks",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Skimmed milks,,
9185,6408430023592,Kreikkalainen jogurtti sitruuna,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
9186,6408430025169,Kreikkalainen juotava jugurtti (vadelma-granaattiomena),,,Valio,"Beverages,Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Dairy drinks,Fermented dairy desserts,Fermented drinks,Yogurts,Fermented milk drinks,Drinkable-yogurts",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Drinkable-yogurts,,
9187,6408430029853,Olo jogurtti,,,Vslio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Fruit yogurts with fruit chunks",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts with fruit chunks,,
9195,6408430407767,"Kreikkalainen jogurtti, puolukka",,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Greek-style yogurts",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Greek-style yogurts,,
9197,6408430407941,Rasvaton jogurtti metsämarja,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Flavoured fermented dairy desserts,Flavoured yogurts",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Flavoured yogurts,,
9198,6408430408726,Kreikkalainen luonnon jogurtti,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
9199,6408432000386,New Zeeland Apple kiwi,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
9200,6408432202285,Mild yogurt,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
9201,6408653127015,Pehmeä kermaviili,,,Juustoportti,"Dairies,Fermented foods,Fermented milk products,Creams,Kermaviili",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Kermaviili,,
9219,6410405142597,Kuohukerma,,,Pirkka,"Dairies,Creams",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
9228,6410405274243,Latte,,,Pirkka,"Dairies,Milks",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
9243,6413300100716,Kevytmaitoa Suomesta,,,Arla,"Dairies,Milks",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
9288,6425888001873,"Lait UHT 3,7% de MG",,,Bunisim,"Dairies,Milks",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
9319,6446430237779,Non fat plain Greek yogurt,,,Imperfect-foods,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Greek-style yogurts",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Greek-style yogurts,,
9324,6480060698715,Leite sem lactose magro,,,Hacendado,"Dairies,Milks",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
9407,6419180912203,,,,,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Whole milk yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Whole milk yogurts,,
9414,6425888001866,"Lait 1,5% de MG",,,,"Dairies,Milks",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
9443,324585616037,,,,,"Dairies,Milks",,"Vegetarian,Vegan",Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
9448,643299023055,Yaos,,,Nestlé,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts",,"Source of proteins,High proteins",Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Plain yogurts,,
9477,6408430000364,Eila laktoositon kevytmaitojuoma,,,Valio,"Dairies,Milks,Lactose-free milk",,fi:eila,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free milk,,
9478,6408430000685,Kevytmaito Laktoositon,,,Valio,"Dairies,Milks (liquid and powder),Milks",,"FSC,FSC Mix",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
9479,6408430011681,Eila laktoositon kevytmaitojuoma,,,Valio,"Dairies,Milks,Lactose-free milk",,No lactose,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free milk,,
9480,6408430046669,Latte original maitokahvijuoma,,,"Valio,Valio-eila","Beverages,Dairies,Dairy drinks",,Rainforest Alliance,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Dairy drinks,,
9485,6408430408788,mango-kerrosjogurtti ja granola,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,Vitamin D source,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
9486,6408652221943,Juotava hyvin sokeroimaton kreikkalainen,,,Juustoportti,"Beverages,Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Dairy drinks,Fermented dairy desserts,Fermented drinks,Yogurts,Fermented milk drinks,Drinkable-yogurts",,No lactose,Finland,c,Milk and dairy products,Milk and yogurt,"Beverages,Unsweetened beverages",,,Drinkable-yogurts,,
9511,6413300016468,Rasvatonta AB-piimää Suomesta,,,Arla,"Beverages,Dairies,Fermented foods,Fermented milk products,Dairy drinks,Fermented drinks,Fermented milk drinks",,"No lactose,fi:Hyvää Suomesta",Finland,b,Milk and dairy products,Milk and yogurt,"Beverages,Unsweetened beverages",,,Fermented milk drinks,,
9512,6413300018004,Kalinka persikka-lakka jogurtti,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,No lactose,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
9542,6430042025091,Big pro vanilla flavour,,,Maitomaa,"Beverages and beverages preparations,Beverages,Dairies,Dairy drinks,Flavoured milks,Vanilla milks",,"FSC,No lactose",Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Vanilla milks,,
9900,8594034993015,Kefir,225g,,Milknatur,"Beverages and beverages preparations,Beverages,Dairies,Fermented foods,Fermented milk products,Dairy drinks,Fermented drinks,Fermented milk drinks,Kefir",,Green Dot,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,unknown,Kefir,,
10153,20041755,Kreikkalainen jogurtti sitruuna,150 g,,milbona,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Flavoured fermented dairy desserts,Flavoured yogurts,Greek-style yogurts,Lactose-free yogurts",,No lactose,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free yogurts,,
10156,20886820,Turkkilainen jogurtti,500 g,,milbona,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,No lactose,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
10158,20886967,Sulo jogurtti sitruuna,1 kg,,"Pohjolan-meijeri,Lidl","Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Lactose-free yogurts,Lemon yogurts",,"No lactose,fi:Hyvää Suomesta",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lemon yogurts,,
10163,4056489628897,Semi-skimmed milk,1 L,,milbona,"Dairies,Milks (liquid and powder),Milks,Semi-skimmed milks",,No lactose,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Semi-skimmed milks,,
10169,4601662006254,безлактозные сливки,500,,Parmalat,"Dairies,Creams",,No lactose,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
10179,6408430014798,Ruokakerma kolme juustoa,"2,5dl",,Valio,"Dairies,Creams",,fi:Hyvää Suomesta,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
10180,6408430015559,Luomu kuohukerma,2 dL,,Valio,"Dairies,Creams",,"Organic,EU Organic,FI-EKO-201",Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
10181,6408430017096,Luomu rasvaton piimä,1 L,,Valio,"Beverages,Dairies,Fermented foods,Fermented milk products,Dairy drinks,Fermented drinks,Fermented milk drinks,Buttermilks",,"Organic,EU Organic,FI-EKO-201",Finland,b,Milk and dairy products,Milk and yogurt,"Beverages,Unsweetened beverages",,,Buttermilks,,
10182,6408430102419,Latte Vanilla Fudge,1 L,,Valio,"Beverages,Dairies,Dairy drinks,Flavoured milks",,Rainforest Alliance,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Flavoured milks,,
10186,6408430400249,OddlyGood kauragurtti raspberry & liquorice,150 g,,Valio,"Plant-based foods and beverages,Dairies,Fermented foods,Fermented milk products,Dairy substitutes,Desserts,Dairy desserts,Non-dairy desserts,Non-dairy fermented foods,Fermented dairy desserts,Non-dairy yogurts,Yogurts,Oat milk yogurts",,No gluten,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Oat milk yogurts,,
10187,6408430400430,Oddly-good strawberry,400 g,,Valio,"Plant-based foods and beverages,Dairies,Fermented foods,Fermented milk products,Dairy substitutes,Desserts,Dairy desserts,Non-dairy desserts,Non-dairy fermented foods,Fermented dairy desserts,Non-dairy yogurts,Soy milk yogurts,Yogurts,Fruit soy yogurts,Strawberry soy yogurts",,"No gluten,No preservatives,Source of proteins,High proteins",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Strawberry soy yogurts,,
10189,6408430407774,Metsämarja Valiojogurtti 42,200 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Flavoured fermented dairy desserts,Flavoured yogurts",,No preservatives,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Flavoured yogurts,,
10190,6408430407781,Mansikka - Metsämansikka 42 Valiojogurtti,200 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,No preservatives,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
10192,6408430408030,A+ täyteläinen luonnonjogurtti,1 kg,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Low-fat yogurts",,No lactose,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Low-fat yogurts,,
10194,6408430408764,Luonnonjogurtti+ Uuniomena,150 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,"No added sugar,No lactose,Without sweeteners",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
10196,6408652221929,Juotava sokeroimaton kreikkalainen,250 ml,,Juustoportti,"Beverages,Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Dairy drinks,Fermented dairy desserts,Fermented drinks,Yogurts,Fermented milk drinks,Drinkable-yogurts",,"FSC,FSC Mix,No lactose",Finland,d,Milk and dairy products,Milk and yogurt,"Beverages,Unsweetened beverages",,,Drinkable-yogurts,,
10197,6408652227037,Sokeroimaton banaani jogurtti,150 g,,Juustoportti,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Banana yogurts",,No added sugar,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Banana yogurts,,
