,Barcode,Product name,Brand,Quantity,Packaging material,Origin,Label,Sale countries,Product group,Food group,Product main category,Environmental score,Environmental score grade,Carbon footprint 1kg,Sustainable footprint score
2960,20001940,Speisequark,milbona,250 g,"Plastic,Tray",Origin unknown,"Green Dot,Nutriscore,Nutriscore Grade A,es:recicla-amarillo,pt:ecoponto-amarelo","Austria,Denmark,Finland,Germany,Portugal,Spain,Sweden",Cheese,"Milk and dairy products,Cheese",pt:queijos-frescos-quark,35.0,d,12.05,0.0
2961,20002381,Gouda affiné,milbona,300 g,"Plastic,Other-plastics",Origin unknown,"Animal welfare,High in salt - Finland,PGI,fr:Lait de paturage,Made-in-netherlands","Finland,France,Germany,Spain",Cheese,"Milk and dairy products,Cheese",Sliced cheeses,54.0,c,12.05,0.0
2962,20003920,Napoli Tomato Sauce,Combino,500ml ℮ (518g),"Glass,fi:97,fi:tinplate",Origin unknown,Made in Germany,"Finland,France,Spain",Dressings and sauces,"Fats and sauces,Dressings and sauces",Groceries,85.0,a,4.607,54.1
2963,20004125,Tomatenmark,"Baresa,Lidl,Giaguaro,Freshona",200 g,"Metal,Recyclable Metals,Aluminium,Tube,fr:41,fr:produkt,fr:tube-en",Origin unknown,"Made in Italy,Nutriscore,Nutriscore Grade A","Austria,Finland,France,Germany,Switzerland",Dressings and sauces,"Fats and sauces,Dressings and sauces",Tomato pastes,50.0,c,4.607,54.1
2964,20008741,Cheddar style soft cheese slices,milbona,200 g,Plastic,Origin unknown,High in salt - Finland,"Finland,Spain",Cheese,"Milk and dairy products,Cheese",fi:sulatejuusto-viipale,43.0,d,12.05,0.0
2965,20015145,Frankfurti roppanós virsli,Dulano,350 g,"Plastic,Bag,Vacuum-packed",Origin unknown,"Nutriscore,Nutriscore Grade E","Bulgaria,Finland,France",Processed meat,"Fish‚ Meat‚ Eggs,Processed meat",Industrial knacks,8.0,f,13.15,0.0
2966,20037154,Tomatensauce mit Basilikum,Combino,400 ml,"Glass,Pot,fr:97-gl",Origin unknown,"Vegetarian,Vegan,Made in Italy,No lactose,Nutriscore","Austria,Czech Republic,Finland,France,Germany,Spain,Switzerland",Dressings and sauces,"Fats and sauces,Dressings and sauces",Groceries,85.0,a,4.607,54.1
2967,20041670,Oattis Kaurajuoma,"lidl,vemondo",1 I,"Cardboard,Paperboard",Origin unknown,"Vegetarian,Vegan,FSC,FSC Mix,No added sugar,fi:Hyvää Suomesta,fi:Sydänmerkki,fi:100-kotimaista-viljaa","Finland,France",Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",Oat-based drinks,59.0,c,0.9,91.3
2968,20045197,Kermajuustoviipale 26%,"lidl,milbona",400g ℮,"fi:pet-pe-evoh,fi:♺",Origin unknown,No information available,"Denmark,Finland,France,Sweden",Cheese,"Milk and dairy products,Cheese",Sliced cheeses,41.0,d,12.05,0.0
2969,20047214,Mozzarella grated,"lidl,milbona",200 g,"Plastic,Other-plastics",Origin unknown,"Vegetarian,European Vegetarian Union,European Vegetarian Union Vegetarian,Green Dot,pt:ecoponto-amarelo","Bulgaria,Croatia,Cyprus,Denmark,Finland,France,Germany,Portugal,Romania,Sweden",Cheese,"Milk and dairy products,Cheese",Grated Mozzarella,41.0,d,12.05,0.0
2970,20050238,Tilsiter siivut,milbona,400 g,de:folienverpackung,Origin unknown,"High in salt - Finland,No lactose","Finland,Germany",Cheese,"Milk and dairy products,Cheese",Tilsit,36.0,d,12.05,0.0
2971,20067878,Ruisnäkkäri,Mylly-kivi,400g,fr:kartonki,Origin unknown,fi:valmistettu-suomessa,"Finland,France",Bread,"Cereals and potatoes,Bread",Sliced breads,70.0,b,2.5,75.2
2972,20082185,Sandwich American Style whole grain,Tastino,750 g,"Plastic,Bag,Pp-polypropylene",Origin unknown,"Organic,Vegetarian,EU Organic,Source of fibre,Vegan,European Vegetarian Union,European Vegetarian Union Vegan,Nutriscore,Nutriscore Grade B","Czech Republic,Finland,France,Slovenia",Bread,"Cereals and potatoes,Bread",sl:toast-bread,97.0,a-plus,2.5,75.2
2973,20103286,Full Fat Soft Cheese Original,"Milbona,Lidl",200 g,"Metal,Plastic,Pot,Recyclable Metals,Aluminium,Lid,Pp-polypropylene,Pp-tub",Origin unknown,"Vegetarian,Pasteurized,Green Dot,Nutriscore,Nutriscore Grade D,Tidy man,es:recicla-amarillo,pt:ecoponto-amarelo","Finland,Germany,Ireland,Portugal,Spain,United Kingdom",Cream cheese,"Salty snacks,Salty and fatty products",pt:queijos-frescos-para-barrar,42.0,d,2.1,79.2
2974,20107338,Triple taste ice cream,"bon-gelati,lidl",2l ℮ (937g),"Plastic,Pp-polypropylene,Muovi",Origin unknown,"Fair trade,Sustainable farming,Fairtrade cocoa,Rainforest Alliance,UTZ Certified,UTZ Certified Cocoa","Croatia,Denmark,Finland,Hungary,Romania,Slovenia,Sweden",Ice cream,"Milk and dairy products,Ice cream",Ice cream tubs,99.0,a-plus,2.6,74.2
2975,20108908,Parsakaali,Freshona,750 g,"Plastic,Bag,Frozen",Origin unknown,"Keyhole,fi:Sydänmerkki","Finland,France,Germany,Switzerland",Vegetables,"Fruits and vegetables,Vegetables",Frozen broccolis,99.0,a-plus,1.55,84.8
2976,20162979,Spaghetti Carbonara,"chef-select,lidl",350 g,"Plastic,Pp-polypropylene,Cardboard,Non-corrugated cardboard",Origin unknown,Green Dot,"Denmark,Finland,Portugal,Spain,Sweden",One-dish meals,"Composite foods,One-dish meals",Spaghetti with carbonara,56.0,c,2.95,70.7
2977,20184216,Naudan lehtipihvi,Bergmann,320 g,Plastic,Origin unknown,"Haltungsform,QS certification mark,de:haltungsform-1-stallhaltung","Finland,Germany,Spain",Beef,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",Beef preparations,2.0,f,43.33,0.0
2978,20199876,Aurinkokuivattuja tomaatteja,Lidl-baresa,"285 g, 140 g","Glass-jar,Steel-lid",Origin unknown,"Vegetarian,Vegan","Finland,France,Germany,Poland,United Kingdom",Canned foods,"Fruits and vegetables,Vegetables",Dried tomato in oil,8.0,f,1.55,84.8
2979,20200275,Wafer ICE cream cones,Sondey,112g,"Cardboard,Paperboard",Origin unknown,No information available,"Finland,Germany",Ice cream,"Milk and dairy products,Ice cream",Ice cream cones,81.0,a,2.6,74.2
2980,20211301,Tortilla Rolls,El-tequito,125 g,"Plastic,Pp-polypropylene,Bag",Origin unknown,"No gluten,Nutriscore","Finland,Germany,Poland",Appetizers,"Salty snacks,Appetizers",Corn chips,75.0,a,2.1,79.2
2981,20214432,Red Lentils,Golden-sun,500g,"pl:7,pl:inne",Origin unknown,No information available,"Finland,France,Germany,Poland",Legumes,"Cereals and potatoes,Breakfast cereals",Decorticated red lentils,82.0,a,2.65,73.7
2982,20214456,Green lentils,"Golden-sun,Lidl",500g,"pl:7,pl:other",Origin unknown,No information available,"Finland,Germany,Poland",Legumes,"Cereals and potatoes,Legumes",Green lentils,82.0,a,1.55,84.8
2983,20221904,Hähnchen Nuggets Käse,"Gutknecht,Culinea",450 g ℮bane,"Cardboard,Non-corrugated cardboard,LDPE 4 - Low-density polyethylene",Origin unknown,"German Agricultural Society,de:dlg-jahrlich-pramiert","Finland,Germany",Meat,"Fish‚ Meat‚ Eggs,Meat,Poultry",Chicken nuggets,22.0,e,43.33,0.0
2984,20258207,Instant Mashed Potato,Harvest-basket,500 g (4 * 125 g),"Plastic,Bag,Box,Cardboard,Container,Individual bag,Non-corrugated cardboard",Origin unknown,"Made in France,Made-in-netherlands","Finland,France,Spain,Switzerland",Potatoes,"Cereals and potatoes,Potatoes",Instant mashed potatoes,74.0,b,0.2,98.3
2985,20280239,Gouda,"Milbona,Heinrichsthaler-milchwerke",1000 g,"Plastic,Other-plastics,Tray",Origin unknown,"Made in Germany,Made-in-netherlands","Finland,France,Germany,Hungary,Romania",Cheese,"Milk and dairy products,Cheese",Sliced cheeses,54.0,c,12.05,0.0
2986,20321543,Sinihomejuusto,milbona,200 g,"Plastic,Container",Origin unknown,Green Dot,"Finland,Germany",Cheese,"Milk and dairy products,Cheese",Blue-veined cheeses,52.0,c,12.05,0.0
2987,20364649,Grillijuusto yrtti,"grillimaisteri,grillmeister,lidl",280 g,Plastic,Origin unknown,Vegetarian,"Finland,France,Germany",Cheese,"Milk and dairy products,Cheese",Cheeses,31.0,d,12.05,0.0
2988,20412111,Mango,Lidl,300 g e,"Cardboard,Frozen,es:21,es:caja-de-carton",Origin unknown,"Green Dot,Keyhole,fi:Sydänmerkki","Finland,France,Spain",Canned foods,"Fruits and vegetables,Fruits",Mangoes,84.0,a,1.0,90.3
2989,20425609,Multigrain Hoops,Crownfield,375 g,fr:etui-carton,Origin unknown,"Vegetarian,Vegan,Green Dot,fr:pap-21,pt:ecoponto-azul","Finland,France",Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Breakfast cereals rich in fibre,39.0,d,2.65,73.7
2990,20437046,Steakové hranolky,"Harvest-basket,Lidl",750 g,PE 7 - Polyethylene,Origin unknown,"No gluten,Vegetarian,Vegan,Green Dot,Made in Belgium,Nutriscore,Nutriscore Grade B","Czech Republic,Finland,France",Potatoes,"Cereals and potatoes,Potatoes",Frozen fries,81.0,a,0.2,98.3
2991,20618339,Gouda tierno,milbona,400 g,"Plastic,Other-plastics",Origin unknown,"Vegetarian,European Vegetarian Union,European Vegetarian Union Vegetarian,High in salt - Finland,Made-in-netherlands","Finland,Sweden",Cheese,"Milk and dairy products,Cheese",Sliced cheeses,54.0,c,12.05,0.0
2992,20621452,Crownfield Special Flakes Red Fruit,"Crownfield,Lidl",425 g,"Cardboard,Non-corrugated cardboard,fr:ecoponto-azul,fr:food-safe,fr:point-vert,fr:tidyman-wastebasket",Origin unknown,"Vegetarian,Source of fibre,Vegan,European Vegetarian Union,Green Dot,High fibres,Made in Germany,Nutriscore,Nutriscore Grade B","Belgium,Czech Republic,Finland,France,Germany",Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Cereal flakes with fruits,29.0,e,2.65,73.7
2993,20623180,Pear Nectar,"lidl,solevita",1 L,"Multilayer-composite,Paper and cardboard / Plastic / Aluminium,ro:fsc",Origin unknown,"FSC,FSC Mix","Bulgaria,Croatia,Finland,Hungary,Italy,Romania,Sweden",Sweetened beverages,"Beverages,Sweetened beverages",Pear nectars,41.0,d,0.55,94.8
2994,20652340,Mini NEO Ice Cream Cones,Gelatelli,216 g (12 x 18 g),"Cardboard,Non-corrugated cardboard,Green-dot",Origin unknown,"Sustainable farming,Green Dot,Made in Germany,UTZ Certified,UTZ Certified Cocoa","Finland,Spain,Sweden",Ice cream,"Milk and dairy products,Ice cream",Ice cream cones,86.0,a,2.6,74.2
2995,20724085,Cola,"sugarland,sweet-corner",300g,"Plastic,Bag,Pp-polypropylene,Mixed-plastic-packet,fr:schlauchbeutel",Origin unknown,No information available,"Finland,France,Germany",Sweetened beverages,"Beverages,Sweetened beverages",Susswaren,69.0,b,0.55,94.8
2996,20757809,Hummus classic,Chef-select,200 g,de:pet-pe-01-pet,Origin unknown,"No gluten,Vegetarian,Source of fibre,Vegan,European Vegetarian Union,European Vegetarian Union Vegan,Green Dot,Made in Germany,pt:ecoponto-amarelo","Bulgaria,Finland,France,Germany,Italy,Portugal,Spain,Sweden",Dressings and sauces,"Fats and sauces,Dressings and sauces",Classic hummus,80.0,a,4.607,54.1
2997,20816049,Potato gratins,"Deluxe,Lidl",1pcs,"Box,Cardboard,Frozen,fr:21",Origin unknown,No information available,"Belgium,Finland,France,Germany",One-dish meals,"Composite foods,One-dish meals",Vegetable gratins,85.0,a,2.95,70.7
2998,20816315,Mozzarella,"lovilio,milbona",1pcs,Bag,Origin unknown,Green Dot,"Finland,France,Germany,Spain",Cheese,"Milk and dairy products,Cheese",Grated cheese,62.0,b,12.05,0.0
2999,20829735,Pommes Frites,"Harvest-basket,Lidl",100 gram,"Plastic,04-pe,Mixed-plastic-film-bag",Origin unknown,"Made in Belgium,With Sunflower oil","Denmark,Finland,France,Germany,Sweden",Potatoes,"Cereals and potatoes,Potatoes",Frozen fries,90.0,a-plus,0.2,98.3
3000,20994945,Natural Cottage Cheese,"lidl,milbona",300 g,"Metal,Plastic,Recyclable Metals,Aluminium,Pp-polypropylene",Origin unknown,"Vegetarian,Source of proteins,High proteins,Nutriscore,Nutriscore Grade B,es:recicla-amarillo,pt:ecoponto-amarelo","Finland,Ireland,Spain,Sweden,United Kingdom",Cheese,"Milk and dairy products,Cheese",Cottage cheeses,39.0,d,12.05,0.0
3001,20995294,Cheeseburger American Style,"chef-select,lidl",320 g - 2 × 150 g,"Plastic,Pet-polyethylene-terephthalate",Origin unknown,No information available,"Belgium,Finland,France,Germany",Sandwiches,"Composite foods,Sandwiches",fr:preparation-de-viande-de-boeuf-cuite-dans-un-petit-pain-de-ble,3.0,f,2.95,70.7
3002,3073780774130,Original,"a-vaca-que-ri,bel,den,die-lachende-kuh,la-mucca-che-ride,la-vache-qui-rit,naurava-lehma,skrattande-kon,the-laughing-cow",140 g,"Metal,Cardboard,Box",Origin unknown,Too good to go,"Finland,Germany,Ireland,Italy,Portugal,Sweden,United Kingdom",Salty and fatty products,"Salty snacks,Salty and fatty products",Melted cheese,32.0,d,2.1,79.2
3003,3161910238710,Camembert,coeur-de-lion,250 g,"Metal,Cardboard,Box,Wood,fr:boite-en-bois",Origin unknown,"Non-vegetarian,Green Dot,Made in France","Denmark,Finland,France,Germany,Netherlands,Norway,Poland,Portugal,Spain,Sweden,Switzerland,United Kingdom",Cheese,"Milk and dairy products,Cheese",Camemberts from pasteurized cow milk,35.0,d,12.05,0.0
3004,3228020232028,le Brie,president,200 g,"Pack,fr:product",Origin unknown,"Vegetarian,Green Dot,Incorrect data on label,Made in France","Belgium,Denmark,Finland,France,Italy,Luxembourg,Portugal,Spain,Sweden,Switzerland",Cheese,"Milk and dairy products,Cheese",Bries,40.0,d,12.05,0.0
3005,4000339697908,Philadelphia naturell,mondelez,200 g,"Plastic,Metal,Pp-polypropylene,Recyclable Metals,Aluminium",Origin unknown,"No gluten,Green Dot","Denmark,Finland,Greece,Norway,Sweden",Cream cheese,"Salty snacks,Salty and fatty products",Cream cheeses,41.0,d,2.1,79.2
3006,4001724039082,Ristorante Pizza Hawaii,Dr. Oetker,355 gram,"Plastic,Box,Pizza box",Origin unknown,"Green Dot,Made in the EU,Nutriscore,Nutriscore Grade B,Triman","Austria,Belgium,Finland,Germany,Netherlands",Pizza pies and quiches,"Composite foods,Pizza pies and quiches",Pizza with ham and cheese,53.0,c,2.95,70.7
3007,4001724819806,Ristorante Pizza Mozzarella,Dr. Oetker,335 g,"Box,de:stück,Card-box,Ldpe-wrapper",Origin unknown,"Vegetarian,Green Dot,Nutriscore,Nutriscore Grade B,Made-in-the-uk","Australia,Austria,Belgium,Cyprus,Denmark,Finland,France,Germany,Greece,Ireland,Luxembourg,Netherlands,Norway,Portugal,Russia,Spain,Sweden,Switzerland,United Kingdom",Pizza pies and quiches,"Composite foods,Pizza pies and quiches",Frozen pizzas,73.0,b,2.95,70.7
3008,4001724819905,Ristorante Pizza Vegetar 370g,Dr-oetker-norge-as,Quantity unknown,"Plastic,Bag,Box,Frozen,Point-vert,Container",Origin unknown,No information available,"Austria,Belgium,Cyprus,Denmark,Finland,France,Germany,Greece,Ireland,Luxembourg,Netherlands,Norway,Spain,Sweden,Switzerland,United Kingdom",Pizza pies and quiches,"Composite foods,Pizza pies and quiches",Vegetable pizza,54.0,c,2.95,70.7
3009,4002971283808,High Protein Chocolate Mousse,Ehrmann,200 gram,"Plastic,Metal,Pp-polypropylene,Recyclable Metals,Aluminium",Origin unknown,No lactose,"Finland,Germany,Netherlands,United Kingdom",Protein snacks and drinks,"Milk and dairy products,Dairy desserts",Мляко,26.0,e,2.05,79.8
3010,4002971301601,High Protein Chocolate Pudding***,Ehrmann,200 g,"Plastic,Metal,PP 5 - Polypropylene,Recyclable Metals,Aluminium,pt:muovi",Origin unknown,"No gluten,Source of proteins,High proteins,No added sugar,No lactose,With sweeteners","Finland,France,Germany,Italy,Netherlands,Portugal,Spain",Protein snacks and drinks,"Milk and dairy products,Dairy desserts",Refrigerated chocolate creamy puddings,63.0,b,2.05,79.8
3011,4056489098607,Mascarpone Free From lactose*,milbona,250 g,"Plastic,Pot,Pp-polypropylene,Box,Lid",Origin unknown,"Vegetarian,Incorrect data on label,No lactose,Nutriscore,Nutriscore Grade D","Bulgaria,Finland,Ireland,Italy,Portugal,Slovakia,Sweden,Switzerland,United Kingdom",Cheese,"Milk and dairy products,Cheese",Mascarpone,50.0,c,12.05,0.0
3012,4056489127284,Bami Goreng,"crop-s-ready-meals,culinea,lidl,sol-mar",750g,"Plastic,PE 7 - Polyethylene,LDPE 4 - Low-density polyethylene",Origin unknown,No information available,"Finland,Germany,Ireland,Sweden",Cereals,"Cereals and potatoes,Cereals",Microwave meals,30.0,d,2.65,73.7
3013,4056489135623,Rapsöl,"rapsol,vita-d-or,vita-dor,vitad-or",1l,"Lid or cap,Bottle cap,Recycle,Bottle or vial,Wine cork,Bottle,Recycle with plastics,Pet-bottle",Origin unknown,Triman,"Finland,France,Germany,Sweden,Switzerland,United Kingdom",Fats,"Fats and sauces,Fats",Rapeseed oils,56.0,c,6.05,39.6
3014,4056489152866,Maissihiutaleilla paneerattu friteerattu broilerinleike,"Landjunker,Metzgerfrisch-foodfox-lidl",540g,"Plastic,Pp-polypropylene",Origin unknown,"Haltungsform,QS certification mark,de:haltungsform-2-stallhaltungplus","Finland,Germany",Poultry,"Fish‚ Meat‚ Eggs,Meat,Poultry",Cooked chicken,22.0,e,43.33,0.0
3015,4056489181293,Riisinuudelit,"combino,lidl,vitasia",1pcs,"Plastic,Pp-polypropylene,Pp-packet",Origin unknown,"Vegetarian,Vegan","Belgium,Czech Republic,Finland,France,Germany,Italy,Lithuania,Netherlands,Poland,Romania,Spain,United Kingdom",Cereals,"Cereals and potatoes,Cereals",Dried rice noodles,54.0,c,2.65,73.7
3016,4056489279167,gedtrocknete Pflaumen,alesto,500g,"Plastic,de:beschichteter-karton",Origin unknown,Green Dot,"Austria,Finland,Germany",Dried fruits,"Fruits and vegetables,Dried fruits",Pflanzliche-lebensmittel-und-getranke,-4.0,f,2.9,71.2
3017,4056489375173,Bon gelati,Bon-gelati,1pcs,"Plastic,Cardboard,Wood",Origin unknown,"Nutriscore,Nutriscore Grade E,Pure cocoa butter,Rainforest Alliance","Finland,Germany",Ice cream,"Milk and dairy products,Ice cream",Ice cream bars coated with chocolate,84.0,a,2.6,74.2
3018,4072700003649,Weissbier,franziskaner,500 ml,"Glass,Bottle,Bottle cap,Capsule,Brown-glass-bottle",Origin unknown,"Green Dot,de:german-purity-law,de:skatteklasse-2,de:tidyman-wastebasket","Finland,France,Greece,Italy,Spain,Sweden,United Kingdom",Alcoholic beverages,Alcoholic beverages,Beers from Germany,49.0,c,0.65,93.8
3019,40875125,Premium Bourbon - Dairy ice cream,Bon-gelati,1 L,"Plastic,Pp-polypropylene,fr:barquette-plastique-avec-couvercle",Origin unknown,"New recipe,Fabrique-en-allemagne","Finland,France,Germany,Hungary,Poland,Romania,Switzerland,United Kingdom",Ice cream,"Milk and dairy products,Ice cream",Vanilla ice cream tubs,73.0,b,2.6,74.2
3020,4600682011804,Wheat beer,Baltika,500 ml,"Glass,Bottle,Bottle cap,Capsule,fr:bouteille-verre-brune",Origin unknown,"Not advised for specific people,Not advised for pregnant women","Finland,France",Alcoholic beverages,Alcoholic beverages,Wheat beers,49.0,c,0.65,93.8
3021,4796000550626,Ceylon Black Tea,mahmood-tea,450g,"Plastic,Metal",Origin unknown,No information available,"Finland,France,Germany,Russia,Sweden,Syria",Teas and herbal teas and coffee,"Beverages,Unsweetened beverages",de:schwarzer-tee,80.0,a,0.55,94.8
3022,5000159436489,Mars glacé,Mars,"7x 41,8 g","Plastic,Cardboard,Frozen,fr:green-dot",Origin unknown,"Vegetarian,Green Dot","Belgium,Finland,France,Italy",Ice cream,"Milk and dairy products,Ice cream",Ice cream candy chocolate bars,61.0,b,2.6,74.2
3023,5000159484695,Twix glacé x6,Twix,205.2 gram,"Plastic,Cardboard,Frozen,fr:green-dot",Origin unknown,"No artificial flavors,Green Dot,Made in France,No colorings","Belgium,Denmark,Finland,France,Germany,Netherlands,Norway,Romania,Sweden,Switzerland",Ice cream,"Milk and dairy products,Ice cream",Frozen bars,61.0,b,2.6,74.2
3024,5000184321064,Majoneesi,unilever-norge-as,400 g,"Metal,Jar,Glass-jar,Aluminium-lid,Glass-jar",Origin unknown,"No gluten,Green Dot","Åland Islands,Australia,Denmark,Finland,France,Ireland,Norway,Sweden,United Kingdom",Dressings and sauces,"Fats and sauces,Dressings and sauces",Mayonnaises,50.0,c,4.607,54.1
3025,5010029000160,Weetabix,Weetabix,430 g,Paper,Origin unknown,No information available,"Finland,France,Italy",Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Rolled wheat flakes,39.0,d,2.65,73.7
