,Barcode,Product name,Brand,Quantity,Packaging material,Origin,Label,Sale countries,Product group,Food group,Product main category,Environmental score,Environmental score grade,Carbon footprint 1kg,Sustainable footprint score
2874,5050083122811,Choco Krispies,"Kellogg's,choco-krispies,kellogg-s-kellog-company",600g,Cardboard,fr:pas-indiquee,No information available,"Austria,Denmark,Finland,Germany,Norway,Sweden,Switzerland",Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Chocolate cereals,39.0,d,2.65,73.7
2875,5053827183468,"No added sugar Crunchy Müsli, Apricot&Pumpkin seeds",w-k-kellogg,400 g,"Plastic,Cardboard,Paperboard",European Union,"Vegetarian,Halal,No artificial flavors,No artificial sweeteners,Source of fibre,Vegan,Halal Food Authority,High fibres,Natural flavors,No added sugar,No artificial colors,No artificial colours or flavours,No palm oil,de:geeignet-für-vegetarier","Austria,Denmark,Finland,France,Germany,Norway,Sweden,Switzerland",Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Mueslis with fruits,67.0,b,2.65,73.7
2876,5411188110842,Rich and indulgent Hazelnut,Alpro,1 L,"Plastic,Bottle cap,Multilayer-composite,Tetra Pak,Wine cork,Brick,Cardboard,Dry,fr:fsc-mix",Unspecified,"No gluten,Vegetarian,No preservatives,Rich in vitamin E,Vegan,100% vegetable,Calcium source,Certified B Corporation,European Vegetarian Union,European Vegetarian Union Vegan,FSC,FSC Mix,Made in France,No colorings,No lactose,No milk,Nutriscore,Nutriscore Grade B,Rich in vitamin B,Rich in vitamin B12,Rich in vitamin D,Without addition of dairy products,fr:Entrepreneurs + Engagés,Triman,Vegan Cert","Belgium,Czech Republic,Finland,France,Germany,Italy,Spain,Sweden,Switzerland,United Kingdom",Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",Hazelnut-based drinks,69.0,b,0.9,91.3
2877,5411188115458,Alpro soijajuoma 1l suklaanmakuinen UHT,Danone,100 ml,"Multilayer-composite,Paper,Tetra Pak,Tetra Brik Aseptic",it:ignota,"No gluten,Vegetarian,Vegan,Certified B Corporation,FSC,FSC Mix,Nutriscore,Nutriscore Grade B,Rainforest Alliance","Austria,Belgium,Finland,France,Germany,Italy,Netherlands,Romania,Switzerland",Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",Chocolate soy-based drinks,94.0,a-plus,0.9,91.3
2878,5411188125839,Organic plantgurt,Alpro,750 g,"Multilayer-composite,Tetra Pak,Cardboard",European Union,"Organic,Vegetarian,EU Organic,Vegan,BE-BIO-01,EU Agriculture,European Vegetarian Union,European Vegetarian Union Vegan,FSC,FSC Mix,Green Dot,No added sugar,No lactose,Rainforest Alliance","Denmark,Finland",Plant-based milk substitutes,"Sugary snacks,Sweets",Soy milk yogurts,114.0,a-plus,2.95,70.7
2879,5411188128663,Himbeere Apfel,"alpro,alpro-pbay",0.4 kg,"Plastic,Pet-polyethylene-terephthalate,Pp-polypropylene,fi:green-dot,fi:kunststoff,fi:papier",Belgium,"No gluten,Vegetarian,Source of proteins,Vegan,Calcium source,European Vegetarian Union,European Vegetarian Union Vegan,Green Dot,High proteins,No added sugar,No lactose,No milk,Nutriscore,Nutriscore Grade A,Rich in vegetable protein,Without sweeteners","Belgium,Finland,France,Germany,Switzerland",Plant-based milk substitutes,"Sugary snacks,Sweets",Fruit soy yogurts,100.0,a-plus,2.95,70.7
2880,5411188130055,"Alpro Sojadrink, Schokoladen-Geschmack, Protein 1L",Danone-as,1045 g,"Multilayer-composite,Tetra Pak,Tetra Brik Aseptic,Composite-carton,Other-plastic-cap",Europe,"No gluten,Vegetarian,Source of proteins,Vegan,FSC,High proteins,Nutriscore,Nutriscore Grade A,Rainforest Alliance,Rainforest Alliance Cocoa,Rich in vegetable protein","Belgium,Czech Republic,Denmark,Finland,France,Germany,Ireland,Italy,Norway,Poland,Romania,Sweden,Switzerland,United Kingdom",Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",Chocolate soy-based drinks,95.0,a-plus,0.9,91.3
2881,5701259100187,Sukker,Nordic-sugar-a-s,Quantity unknown,Paper,Finland,No gluten,"Finland,Germany",Sugar and Honey,"Sugary snacks,Sweets",Granulated sugars,105.0,a-plus,2.95,70.7
2882,5708147002875,Organic Juicy Dates,rm-import-a-s,400 g,"Box,Cardboard,Paperboard,Tray","Iran,fi:taatelit-iranista","Organic,EU Organic,IR-BIO-140,IR-BIO-166,Ikke-eu-jordbrug","Denmark,Finland,France,Germany",Dried fruits,"Fruits and vegetables,Dried fruits",Dates,72.0,b,2.9,71.2
2883,5712840020029,Rawbite The Organic Fruit & Nut Bite Cacao,raw-bite,50 g,Plastic,"European Union,Non European Union","Organic,Vegetarian,EU Organic,Non-EU Agriculture,Vegan,Danish state-controlled organic,DK-ØKO-100,ES-ECO-001-AN,EU Agriculture,EU/non-EU Agriculture,European Vegetarian Union,European Vegetarian Union Vegan","Croatia,Finland,France,Germany,Spain,Switzerland",Nuts,"Sugary snacks,Biscuits and cakes",Nut bars,No information available,unknown,2.5,75.2
2884,5712840020081,Protein,raw-bite,50 g,"Plastic,Bag",European Union and Non European Union,"No gluten,Organic,Vegetarian,EU Organic,Non-EU Agriculture,Vegan,DK-ØKO-100,EU Agriculture,EU/non-EU Agriculture,No added sugar","Finland,France,Germany,Switzerland",Protein snacks and drinks,"Sugary snacks,Biscuits and cakes",fr:Barres aux fruits,No information available,unknown,2.5,75.2
2885,5774540692555,Pingvin sweet berry gums,Toms,270g,"Plastic,Pet-polyethylene-terephthalate",Denmark,Green Dot,"Finland,Norway,Sweden",Sweets,"Sugary snacks,Sweets",Candies,60.0,b,2.95,70.7
2886,5902057003285,Kefir,Krasnystaw,1 kg,Bottle,Poland,No GMOs,"Finland,Poland,United Kingdom",Milk and yogurt,"Beverages,Unsweetened beverages",Kefir,No information available,unknown,1.05,89.8
2887,6405244050134,Burgerbiff av nöt,Tamminen,2 x 140g,"Plastic,Other-plastics,Pp-polypropylene,Tray",Finland,fi:Hyvää Suomesta,"Åland Islands,Finland",Meat,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",Ground meat preparations,No information available,No information available,43.33,0.0
2888,6405691260001,Färdig Nöt Bacon av Rasbosksp,Tamminen,130 g,"Plastic,Other-plastics",Finland,"No gluten,No lactose,fi:Hyvää Suomesta","Åland Islands,Finland",Processed meat,"Fish‚ Meat‚ Eggs,Processed meat",Beef preparations,No information available,No information available,13.15,0.0
2889,6405857315804,Kanan Rapea Fileeviipale Mild & Crispy,Naapurin-maalsiskana,300 g,Plastic,Finland,"No gluten,No GMOs,No lactose,fi:Hyvää Suomesta","Åland Islands,Finland",Poultry,"Fish‚ Meat‚ Eggs,Meat,Poultry",Chicken cutlets,No information available,No information available,43.33,0.0
2890,6406300009011,Palvarin hernekeitto,Kivikylan,435g,"Metal,Can",Finland,"No gluten,No lactose,fi:Hyvää Suomesta","Finland,France",One-dish meals,"Composite foods,One-dish meals",Canned soups,No information available,unknown,2.95,70.7
2891,6407800001376,Mör & Snabb Nötkött Kebab,Atria,200 g,"Plastic,Cardboard",Finland,No information available,"Åland Islands,Finland",Meat,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",Meals with meat,No information available,No information available,43.33,0.0
2892,6407800003394,Burger Nötkött,Atria,480 g,"Plastic,Pet-polyethylene-terephthalate,Pp-polypropylene,PA - Polyamide,PE 7 - Polyethylene",Finland,No information available,"Åland Islands,Finland",Beef,"Composite foods,Sandwiches",Hamburgers,No information available,No information available,2.95,70.7
2893,6407810017855,Hornet Snacks Crispy Chicken Fingers,Atria,200 g,"Plastic,Other-plastics,fi:07-pet-pe",Finland,"No antibiotics,Chickens raised without antibiotics,No flavour enhancer,No lactose,No MSG,fi:Hyvää Suomesta","Åland Islands,Finland",Meat,"Fish‚ Meat‚ Eggs,Meat,Poultry",Chicken cutlets,No information available,No information available,43.33,0.0
2894,6407810018319,Vuolu kanafilee fajitas,Atria,200 g,"Plastic,Other-plastics,sv:07-pet-pe",Finland,"No gluten,Source of proteins,High proteins,No lactose,fi:Hyvää Suomesta","Åland Islands,Finland",Poultry,"Fish‚ Meat‚ Eggs,Meat,Poultry",Cooked chicken,No information available,No information available,43.33,0.0
2895,6407860061723,Atria Jauhelihapizza,"atria,valio",200 g,"Plastic,Container",Finland,"No flavour enhancer,No lactose,No MSG,fi:Hyvää Suomesta","Finland,Sweden",Pizza pies and quiches,"Composite foods,Pizza pies and quiches",Bolognese pizzas,40.0,d,2.95,70.7
2896,6407860068562,Samettinen tomaatti-leipäjuustokeitto,Atria,300g,"Metal,Plastic,Recyclable Metals,Aluminium,Pp-polypropylene",Portugal,"No gluten,No lactose","Finland,France",Soups,"Fruits and vegetables,Soups",Tomato soups,95.0,a-plus,2.95,70.7
2897,6407880085075,Vuolu kanafilee pehmeä savu,Atria,200 g,"PE 7 - Polyethylene,fi:07-pet,fi:07-pet-pe",Finland,"No gluten,No lactose,fi:joutsenmerkki","Åland Islands,Finland",Poultry,"Fish‚ Meat‚ Eggs,Meat,Poultry",Cooked chicken,No information available,No information available,43.33,0.0
2898,6408430030019,Voi Voimakassuolainen,Valio,500 g,fi:kääre-kartonkikeräykseen,Finland,fi:Hyvää Suomesta,"Estonia,Finland",Fats,"Fats and sauces,Fats",Salted butters,No information available,No information available,6.05,39.6
2899,6408430102068,Oddlygood Barista Kaurajuoma,Valio,1 L,"Plastic,Hdpe-high-density-polyethylene,Tetra Pak,Paper and cardboard / Plastic / Aluminium,Tetra Brik Aseptic",Finland,"No gluten,Vegetarian,Vegan,EAC,No lactose","Belgium,Finland,Sweden",Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",Oat-based drinks,70.0,b,0.9,91.3
2900,6408430339327,Arki Kermajuustoviipale,Valio,400g,fi:07,Finland,"No preservatives,No lactose,fi:Hyvää Suomesta","Finland,France",Cream cheese,"Milk and dairy products,Cheese",Cream cheeses,50.0,c,12.05,0.0
2901,6409400016545,Färdigkokt Kyckling,Pouttu,200 g,"Plastic,Other-plastics",European Union,No information available,"Åland Islands,Finland,Sweden",Poultry,"Fish‚ Meat‚ Eggs,Meat,Poultry",Poultries,No information available,unknown,43.33,0.0
2902,6410405115126,Hasselpähkinä,Pirkka,150 g,"Plastic,Pp-polypropylene",Turkey,No information available,"Finland,France",Nuts,"Salty snacks,Nuts",Hazelnuts,24.0,e,2.9,71.2
2903,6410405155504,Jamon Serrano,Pirkka,100 g,"Plastic,Pet-polyethylene-terephthalate,Pp-polypropylene,sv:5,PE 7 - Polyethylene,sv:pet-pe",Spain,TSG,"Åland Islands,Finland",Processed meat,"Fish‚ Meat‚ Eggs,Processed meat",Raw-cured-ham,No information available,No information available,13.15,0.0
2904,6410500090014,Finn Crisp,"lantmannen-cerealia-as,lantmannen",200g,"Plastic,Pp-polypropylene,Cardboard,Non-corrugated cardboard,Paperboard,Card-box,Pp-film",European Union,"Source of fibre,High fibres","Austria,Belgium,Finland,Germany,Romania,Russia,Spain,Sweden,Switzerland,United Kingdom",Bread,"Cereals and potatoes,Bread",Crispbreads,No information available,unknown,2.5,75.2
2905,6411402117700,Real Ruis,Fazer,420g,"Plastic,Bag,Ldpe-low-density-polyethylene",Finland,"Vegetarian,Vegan,No additives,fi:Sydänmerkki","Finland,France",Bread,"Cereals and potatoes,Bread",Rye breads,99.0,a-plus,2.5,75.2
2906,6412000031795,Kanakeitto,Saarioinen,300 g,"Plastic,Cardboard,Non-corrugated cardboard,Other-plastics,Pp-polypropylene",Finland,"No gluten,Source of proteins,Avainlippu,High proteins,No lactose","Finland,Seychelles",One-dish meals,"Composite foods,One-dish meals",Chicken and vegetables soup,No information available,No information available,2.95,70.7
2907,6412000034505,Jauhelihapizza,Saarioinen,200g,"Plastic,Cardboard,Film,Non-corrugated cardboard,Plate,Pp-polypropylene",European Union,"Source of fibre,Source of proteins,Avainlippu,High fibres,High proteins,No lactose","Estonia,Finland",Pizza pies and quiches,"Composite foods,Pizza pies and quiches",Bolognese pizzas,No information available,No information available,2.95,70.7
2908,6413466041205,Hapankorppuja,Oululainen,370 g,"Cardboard,Paperboard",Finland,"Source of fibre,High fibres,No lactose,No milk,fi:Hyvää Suomesta","Belgium,Finland,France",Bread,"Cereals and potatoes,Bread",Crispbreads,No information available,unknown,2.5,75.2
2909,6415712600150,Hernekeitto,"Kotimaista,Kymppi-maukkaat-oy",435g,"Metal,Can,Steel",Finland,"EAC,fi:Hyvää Suomesta","Finland,Germany",Soups,"Fruits and vegetables,Soups",Split peas soup,106.0,a-plus,2.95,70.7
2910,6415712702083,Evelina maitosuklaakerroskeksi,Rainbow,125g,"Plastic,Container","European Union,Unknown","Sustainable farming,Rainforest Alliance","Estonia,Finland,Russia",Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Milk chocolate biscuits,No information available,No information available,2.5,75.2
2911,6415717409000,Pitkäjyväinen Riisi,Rainbow,1 kg,"Paper,Cardboard,Container,Paperboard,fi:papper",Italy,No information available,"Estonia,Finland,Latvia,Lithuania,Russia,Sweden",Cereals,"Cereals and potatoes,Cereals",Parboiled rices,40.0,d,2.65,73.7
2912,6416453018730,Pure Dark 70% Cocoa Coffee & Cardamon,Fazer,95g,"Metal,Recyclable Metals,Aluminium,Cardboard,Non-corrugated cardboard",Finland,"EAC,Green Dot","Denmark,Finland,France",Chocolate products,"Sugary snacks,Chocolate products",fr:chocolats-au-cafe,41.0,d,2.95,70.7
2913,6416597113919,Täysjyväkaurahiutale,Elovena,1kg,"Cardboard,Container,Non-corrugated cardboard,Pefc",Finland,"Vegetarian,Vegan,No palm oil,PEFC,fi:Sydänmerkki,Produced-in-finland","Finland,France",Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Rolled oats,77.0,a,2.65,73.7
2914,6430064401613,Geisha kermajäätelö,"Fazer,Pingviini",275g (480ml),Container,Finland,fi:valmistettu-suomessa,"Finland,Sweden",Ice cream,"Milk and dairy products,Ice cream",Luxury ice cream in a cup,72.0,b,2.6,74.2
2915,6430064404348,Premium Maitosuklaa,"Fazer,Pingviini",4 x 110ml,"Container,fi:♲",Finland,fi:valmistettu-suomessa,"Denmark,Finland,Norway,Sweden",Ice cream,"Milk and dairy products,Ice cream",Ice cream cones,72.0,b,2.6,74.2
2916,7040518510090,Helt naturlig juice ananas med et hint av lime,Bama-dagligvare-lagerført,1000 ml,Plastic,Costa Rica,No gluten,"Finland,Norway",Fruit juices,"Beverages,Unsweetened beverages",Pineapple-lime-juices,No information available,No information available,0.95,90.8
2917,7071848006748,Gourmet-Näkkileipä - Yrtti & Merisuola,"Sigdal-bakery,Sigdal",1,"Plastic,Bag",Norway,"Biscuits,Dried-foods,Finnish","Finland,United Kingdom",Bread,"Cereals and potatoes,Bread",Crispbreads,No information available,No information available,2.5,75.2
2918,7090046311706,Dried Peach,"sunshine-delights,sunshine-valley",200g,Plastic,Thailand,Green Dot,"Denmark,Finland,Germany,Norway,Sweden",Dried fruits,"Fruits and vegetables,Dried fruits",Dried peaches,-15.0,f,2.9,71.2
2919,7310500175256,Dagens Fish & Chips,"findus,findus-dagens",340 g,"Plastic,Paper,Cardboard,Container","Pacific Ocean,Northwest Pacific Ocean","Sustainable,Sustainable fishery,Sustainable Seafood MSC,sv:msc-c-50470","Finland,Sweden",One-dish meals,"Composite foods,One-dish meals",Meals with cod,No information available,unknown,2.95,70.7
2920,7311312000873,Chunky Salsa Medium,Paulig-norway,230 g,"Glass,Clear Glass",Sweden,No gluten,"Finland,France,Sweden",Dressings and sauces,"Fats and sauces,Dressings and sauces",fi:salsa,No information available,unknown,4.607,54.1
2921,7340011317210,Luomu jasmiiniriisi,nordic-food-partners-a-s,Quantity unknown,Paper,Non-eu-farming-producera-denmark,No gluten,"Finland,Sweden",Cereals,"Cereals and potatoes,Cereals",White Jasmine rices,26.0,e,2.65,73.7
2922,7340011343356,Coop Xtra Peanuts,"arimex,coop,coop-xtra,xtra",1 000 g,"Plastic,Other-plastics","Argentina,Brazil,Nicaragua",No information available,"Finland,Sweden",Nuts,"Salty snacks,Nuts",Peanuts,35.0,d,2.9,71.2
2923,7340028812791,Protein Bar (Crunchy Salted Caramel),Star-nutrition,55 gram,sv:bar,Sweden,No gluten,"Denmark,Finland,Norway,Sweden",Protein snacks and drinks,"Sugary snacks,Biscuits and cakes",Protein bars,No information available,unknown,2.5,75.2
2924,7350068291142,Toffee twist,njie-group,Quantity unknown,"Plastic,Pp-polypropylene",Germany,No gluten,"Finland,Sweden",Dairy desserts,"Milk and dairy products,Dairy desserts",Puddings,No information available,unknown,2.05,79.8
2925,7392672104074,"Turkkilainen maustamaton jogurtti 3,5%",Salakis,1000 g,"Plastic,Pp-polypropylene",European Union,No information available,"Finland,Sweden",Yogurt,"Milk and dairy products,Milk and yogurt",Yogurts,75.0,a,1.05,89.8
2926,7394376616167,The original OAT-LY,Oatly,250ml,fr:briquette-carton,"France,United States,Sweden",No information available,"Finland,France,Germany,Netherlands,Norway,Spain,Sweden,United Kingdom",Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",Cocoa oat-based drinks,81.0,a,0.9,91.3
2927,7614500010013,Toblerone,"mondelez,toblerone",100 g,"Paper or cardboard,Cardboard,Box,Non-corrugated cardboard,Card-tube,Aluminium-film","Non European Union,Switzerland","No gluten,Vegetarian,Green Dot,Made in Swiss,es:Sin TACC","Algeria,Australia,Belgium,Bolivia,Bulgaria,Denmark,Finland,France,Germany,Italy,Morocco,Norway,Poland,Romania,Spain,Sweden,Switzerland,Thailand,Ukraine,United Kingdom",Chocolate products,"Sugary snacks,Chocolate products",Swiss chocolates,84.0,a,2.95,70.7
2928,7622210631534,Pepparkaka,Marabou,185g,"Plastic,Pp-polypropylene,Green-dot",Non European Union,"Cocoa Life,Green Dot,Made in Sweden","Denmark,Finland,France,Norway,Sweden",Chocolate products,"Sugary snacks,Chocolate products",Milk chocolates,26.0,e,2.95,70.7
2929,8001431000555,Bresaola italienne - Viande de boeuf sechée,"Dia,Furlotti-c",80 g,"Plastic,Blister",Italy,"No gluten,Made in Italy","Finland,France,Italy",Processed meat,"Fish‚ Meat‚ Eggs,Processed meat",Bresaola,13.0,f,13.15,0.0
2930,80042556,Pulpe fine de tomates,mutti,400g,"Metal,Steel,Steel-tin",Italy,No gluten,"Australia,Austria,Belgium,Canada,Denmark,Finland,France,Germany,Italy,Netherlands,New Zealand,Norway,Poland,Spain,Sweden,Switzerland,United Kingdom,United States",Canned foods,"Fruits and vegetables,Vegetables",Strained tomatoes,105.0,a-plus,1.55,84.8
2931,8004275058775,olio extravergine d'oliva,"Cirio,Pietro-coricelli",500ml,Bottle,European Union,"Halal,Kosher,Orthodox Union Kosher","Finland,Italy",Fats,"Fats and sauces,Fats",Virgin olive oils,33.0,d,6.05,39.6
2932,8005110000454,Polpa datterini,Oluf-lorentzen-as,300 g,"Metal,Jar,Steel",Italy,No gluten,"Australia,Finland,France,Germany,Italy,United Kingdom",Canned foods,"Fruits and vegetables,Vegetables",Canned tomatoes,92.0,a-plus,1.55,84.8
2933,8005110551215,"Pizzasaus Med Oregano & Basilikum, 400 g","1540-vestby,norwegen,oluf-lorentzen-as,toveien-22",400g,"Metal,Can,Canned,Food can,de:dose-n,fr:boite-metal",Italy,"No gluten,Vegetarian,Made in Italy,Nutri-Score A/B,Nutriscore,Triman","Austria,Croatia,Denmark,Finland,France,Germany,Netherlands,Norway,Slovenia,Spain,Sweden,United Kingdom",Dressings and sauces,"Fats and sauces,Dressings and sauces",Tomato sauces with basil,94.0,a-plus,4.607,54.1
2934,8007049500128,Barretta 100% Frutta Mela e Pesca,Melinda,25 g,Plastic,Italy,No preservatives,"Finland,Italy",Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Bars,No information available,unknown,2.5,75.2
2935,8023678162216,Millet,Isola-bio,1 L,"Multilayer-composite,Tetra Pak,Container,Tetra Brik,Tetra Brik Aseptic,it:u-h-t",Italy,"No gluten,Organic,Vegetarian,EU Organic,Kosher,Vegan,Certified B Corporation,CZ-BIO-001,FSC,FSC Mix,IT-BIO-006,IT-BIO-007,Made in Italy,No added sugar,No lactose,Nutriscore,AB Agriculture Biologique,Fsc-c014047","Finland,France,Italy,Spain",Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",Millet-based drinks,87.0,a,0.9,91.3
2936,8053904630714,Shirataki konjac Linguini,Asiatica,200 g,"Plastic,PE 7 - Polyethylene,LDPE 4 - Low-density polyethylene,Box,Innerbox,Container",Thailand,"No gluten,Vegetarian,Halal,Vegan,European Vegetarian Union,European Vegetarian Union Vegan,Green Dot","Austria,Finland,Germany,Poland",Cereals,"Cereals and potatoes,Cereals",Shitaraki,No information available,unknown,2.65,73.7
2937,8076809513388,Arrabbiata,Barilla,400 g,"Lid or cap,Metal,Bottle or vial,Glass,Pot,Bottle,Clear Glass,Jar,Lid,Steel",Italy,No gluten,"Australia,Austria,Belgium,Bulgaria,Denmark,Finland,France,Germany,Italy,Morocco,Norway,Spain,Sweden,Switzerland",Dressings and sauces,"Fats and sauces,Dressings and sauces",Arrabbiata sauces,100.0,a-plus,4.607,54.1
2938,8076809513739,Basilico,barilla-norge,400 g,"Glass,Clear Glass,es:fe40,fr:couvercle-en-metal,fr:pot-en-verre",Italy,No gluten,"Australia,Finland,Israel,New Zealand,Saudi Arabia,Spain",Dressings and sauces,"Fats and sauces,Dressings and sauces",Tomato sauces with basil,98.0,a-plus,4.607,54.1
2939,8410843019466,Jamón de cebo ibérico,elpozo,60 g,Plastic,Spain,"No gluten,Made in Spain,No lactose","Finland,France,Spain",Processed meat,"Fish‚ Meat‚ Eggs,Processed meat",fr:Jambons ibériques de cebo,9.0,f,13.15,0.0
2940,8410843110477,Salchichón ibérico,elpozo,75 g,Plastic,Spain,No information available,"Finland,Luxembourg",Processed meat,"Fish‚ Meat‚ Eggs,Processed meat",Pork salami,No information available,No information available,13.15,0.0
2941,8593868002832,"Staropramen alkoholiton olut 0,5% 0,33l",staropramen,330ml,"Glass,Green Glass,fi:green-dot",Czech Republic,Green Dot,"Czech Republic,Finland",Alcoholic beverages,"Beverages,Unsweetened beverages",Non-alcoholic beers,67.0,b,0.55,94.8
2942,8710532452582,Maapähkinävoi,Nuts-about-nature,340g,"Plastic,fi:lasi",Netherlands,No information available,"Finland,Germany",Legumes,"Cereals and potatoes,Legumes",Peanut butters,59.0,c,1.55,84.8
2943,8711327397156,Kingis Herkkusuklaa,"ingman,unilever",78ml (54g),Plastic,Finland,"Avainlippu,fi:valmistettu-suomessa","Denmark,Finland,Sweden",Ice cream,"Milk and dairy products,Ice cream",Ice cream bars,87.0,a,2.6,74.2
2944,8714100783511,Kjøttbuljong 10stk Knorr,"knorr,unilever-norge",10g,"Cardboard,da:folie",Unknown,"No gluten,Green Dot","Denmark,Finland,Germany,Norway,Sweden",Dressings and sauces,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",Broth stock,No information available,unknown,43.33,0.0
2945,8715035110106,Soyasaus,kikkoman,150 ml,"Glass-bottle,Pp-lid",Netherlands,"Vegetarian,Vegan,European Vegetarian Union,European Vegetarian Union Vegan","Croatia,Czech Republic,Denmark,Finland,France,Germany,Italy,Mexico,Netherlands,Norway,Spain,Switzerland,United Kingdom",Dressings and sauces,"Fats and sauces,Dressings and sauces",fr:Sauces au soja salées,106.0,a-plus,4.607,54.1
2946,8718754271608,Cheese pop  - 100% popped Gouda cheese 48+,Cheesepop,65g,Plastic,Netherlands,"Lacto-vegetarian,No gluten,Contains milk,High in salt - Finland,No eggs,No nuts,No peanuts,No soy","Finland,Norway",Appetizers,"Salty snacks,Appetizers",Puffed salty snacks,91.0,a-plus,2.1,79.2
2947,8718754274043,Cheesepop Gouda 65g Paahdettuja Gouda-juustopalloja,Cheesepop,65 g,Plastic,Netherlands,"Lacto-vegetarian,No gluten,Contains milk,High in salt - Finland,No eggs,No nuts,No peanuts,No soy","Australia,Belgium,Finland,France,Iceland,Japan,Latvia,Norway,Poland,South Korea,Switzerland,United Kingdom",Appetizers,"Salty snacks,Appetizers",fi:lehmanmaitojuustot,91.0,a-plus,2.1,79.2
2948,8801043157728,Nouilles Chapaghetti Nongshim,Nongshim,140g,"Metal,Recyclable Metals,Aluminium",South Korea,No information available,"Czech Republic,Finland,France,Germany,Switzerland",Cereals,"Cereals and potatoes,Cereals",Instant noodles,58.0,c,2.65,73.7
2949,8801073113428,Buldak Hot Chicken Flavour Ramen 2x spicy,samyang,140 g,"Plastic,O 7 - Other plastics,Bag,Individual bag","South Korea,Sudkorea","Halal,HACCP,de:hergestellt-in-südkorea","Croatia,Denmark,Finland,France,Germany,Morocco,Netherlands",Cereals,"Cereals and potatoes,Cereals",de:nude,58.0,c,2.65,73.7
2950,8801073113893,Buldak Hot Chicken Flavor Ramen Carbonara,samyang,130g,Mixed-plastic-packet,"South Korea,Coree-du-sud","Halal,HACCP","Finland,France,Germany,Morocco,Norway,Thailand",Cereals,"Cereals and potatoes,Cereals",Instant noodles,58.0,c,2.65,73.7
2951,8801073114531,Buldak Kimchi : Hot chicken flavor ramen,samyang,135g,"Pack,Unknown",South Korea,"Halal,HACCP","Finland,Germany,South Korea",Cereals,"Cereals and potatoes,Cereals",Instant noodles,62.0,b,2.65,73.7
2952,8850987128561,Mama Chicken,Mama,90g,fr:sachet-plastique,Thailand,"Green Dot,fr:eco-emballages","Finland,France,Germany",Cereals,"Cereals and potatoes,Cereals",fr:soupes-de-nouilles,57.0,c,2.65,73.7
2953,8852018101055,yum yum Shrimps,Yum-yum,60g,"Plastic,Pp-polypropylene,Bag,de:produkt",Thailand,"Sustainable,Halal,Sustainable Palm Oil,Roundtable on Sustainable Palm Oil","Finland,France,Germany",Cereals,"Cereals and potatoes,Cereals",Dehydrated Asian-style soup with noodles,45.0,c,2.65,73.7
2954,90426278,Fresh Milk-snack,Oreo,30 g,de:folie-alimentară,ro:neprecizat,No information available,"Albania,Bosnia and Herzegovina,Croatia,Finland,Montenegro,North Macedonia,Romania,Serbia",Dairy desserts,"Sugary snacks,Biscuits and cakes",ro:milk-snack,41.0,d,2.5,75.2
2955,20060237,Poêlée de Kebab,"Glenfell,Culinea",400 g ℮,"Plastic,Cardboard,Frozen,Ldpe-low-density-polyethylene,Non-corrugated cardboard,LDPE 4 - Low-density polyethylene",Origin unknown,"Green Dot,Made in Germany","Finland,France",Meat,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",fr:Poêlées façon kebab,No information available,unknown,43.33,0.0
2956,41570112656,Almond Breeze Barista Blend,blue-diamond,1 L,"Multilayer-composite,Tetra Pak,Tetra Brik Aseptic",Origin unknown,"Vegetarian,Vegan,Green Dot","Finland,France,United Kingdom",Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",Almond-based drinks,70.0,b,0.9,91.3
2957,70177084745,Blackcurrant,Haugen-gruppen-as,25 piece,"Plastic,Cardboard,Non-corrugated cardboard,Pp-polypropylene",Origin unknown,"No gluten,Green Dot","Finland,Germany",Teas and herbal teas and coffee,"Beverages,Unsweetened beverages",Black teas,86.0,a,0.55,94.8
2958,680569854124,Natural Coconut Yog,the-coconut-collaborative,350 g,Pp-pot,Origin unknown,"Vegetarian,Vegan,No milk,No palm oil","Finland,France,Ireland,United Kingdom",Yogurt,"Milk and dairy products,Milk and yogurt",Coconutmilk yogurts,71.0,b,1.05,89.8
2959,10082874,Krombacher Pils Alcoholfrei 0.0%,Krombacher,33unknown,"fi:green-dot,fi:lasi,fi:pullo",Origin unknown,Vihrea-piste,"Finland,Germany",Unsweetened beverages,"Beverages,Unsweetened beverages",Non-alcoholic beers,37.0,d,0.55,94.8
